"","state","dist","pvi","metric","pvi_range","st_dist","st","candidate","incumbent","stance","st_metric","red_scale","req_majority","primary_scale","last_name","fec_id","fec_name","ttl_receipts","comp_scale","stance_scale","stance_key","stance_scale_reduced","stance_key_reduced","comp_key","primary_type","primary_type_reduced","primary_scale_reduced","red_key","dist_pol","fund_self","fund_indiv","fund_party","fund_other","fund_tot","fund_self_pct","fund_indiv_pct","fund_party_pct","fund_other_pct","X","Y"
"290","California",39,"D+12",0.38,"D+25 to D+8","CA39","CA","Aja Smith","No","Fully denied",0.36,1,0,0,"smith","H8CA41170","SMITH, AJA",160990.11,-3,-2,"Full Denial",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",0.02,0,160938.81,0,0,160938.81,0,1,0,0,6,6
"291","California",51,"D+12",0.38,"D+25 to D+8","CA51","CA","Stan Caplan","No","No comment",0.36,1,0,0,"caplan","H2CA51206","CAPLAN, STAN",111510.3,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","All Party","All Party",0,"Comission",0.02,22519.87,70855.43,0,8135,101510.3,0.22184812772694,0.698012221419895,0,0.0801396508531647,5.5,7
"292","Connecticut",1,"D+12",0.38,"D+25 to D+8","CT1","CT","Larry Lazor","No","Fully accepted",0.43,0,0,4,"lazor","H2CT01213","LAZOR, LAWRENCE ZIDOVSKY DR",174047.21,-3,2,"Acceptance",1,"Has Not Questioned Election","Solid D","Partially 
Closed","Restricted",3,"Legislature",-0.05,54000,113947.21,0,6100,174047.21,0.310260647096842,0.654691390916292,0,0.0350479619868655,6,8
"293","Massachusetts",4,"D+12",0.38,"D+25 to D+8","MA4","MA",NA,NA,NA,0.36,0,0,2,NA,NA,NA,NA,-3,NA,"Not Tracked by 538",NA,"Not Tracked by 538","Solid D","Open to 
Unaffiliated","Restricted",3,"Legislature",0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,9
"294","North Carolina",2,"D+12",0.38,"D+25 to D+8","NC2","NC","Christine E. Villaverde","No","Raised questions",0.53,0,0,4,"villaverde","H2NC08235","VILLAVERDE, CHRISTINE",132510.48,-3,-1,"Raised Questions",0,"Questioned Election","Solid D","Partially 
Closed","Restricted",3,"Legislature",-0.15,55000,74310.48,0,3200,132510.48,0.415061510606557,0.560789456049061,0,0.0241490333443815,6,10
"295","Rhode Island",1,"D+12",0.38,"D+25 to D+8","RI1","RI","Allan R. Waters","No","No comment",0.42,0,0,2,"waters","H2RI01202","WATERS, ALLEN R",36947.19,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Legislature",-0.04,0,36947.19,0,0,36947.19,0,1,0,0,5.5,11
"296","California",45,"D+3",0.47,"D+3","CA45","CA","Michelle Steel","Yes","No comment",0.36,1,0,0,"steel","H0CA48198","STEEL, MICHELLE",6363662.34,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","All Party","All Party",0,"Comission",0.11,2e+05,3338676.31,0,2740556.54,6279232.85,0.0318510246040645,0.531701306474086,0,0.436447668921849,9.5,13
"297","California",47,"D+3",0.47,"D+3","CA47","CA","Scott Baugh","No","Fully accepted",0.36,1,0,0,"baugh","H2CA47196","BAUGH, SCOTT",2487128.12,-1,2,"Acceptance",1,"Has Not Questioned Election","Lean D","All Party","All Party",0,"Comission",0.11,5800,1894518.91,10000,576069.71,2486388.62,0.00233270050922289,0.761956073463689,0.00402189742969464,0.231689328597394,10,14
"298","California",49,"D+3",0.47,"D+3","CA49","CA","Brian Maryott","No","Avoided answering",0.36,1,0,0,"maryott","H8CA49108","MARYOTT, BRIAN L MR",3670940.88,-1,0,"No Comment",1,"Has Not Questioned Election","Lean D","All Party","All Party",0,"Comission",0.11,1804773.13,1523564.43,0,332431.65,3660769.21,0.493003799603089,0.416186965798917,0,0.0908092345979932,9.5,15
"299","Colorado",7,"D+3",0.47,"D+3","CO7","CO","Erik Aadland","No","Raised questions",0.47,1,0,2,"aadland","H2CO07170","AADLAND, ERIK",1234318.32,-1,-1,"Raised Questions",0,"Questioned Election","Lean D","Open to 
Unaffiliated","Restricted",3,"Comission",0,153621.32,907923.56,0,164460.89,1226005.77,0.125302281407697,0.740554067702308,0,0.134143650889995,10,16
"300","Georgia",2,"D+3",0.47,"D+3","GA2","GA","Chris West","No","Raised questions",0.53,0,1,1,"west","H2GA02155","WEST, CHRISTOPHER CHRIS",812614.63,-1,-1,"Raised Questions",0,"Questioned Election","Lean D","Open","Open",1,"Legislature",-0.0600000000000001,50000,493469.7,0,264677.19,808146.89,0.0618699405005444,0.61061881955643,0,0.327511239943026,9.5,17
"301","Illinois",6,"D+3",0.47,"D+3","IL6","IL","Keith Pekau","No","Fully accepted",0.43,0,0,3,"pekau","H2IL06116","PEKAU, KEITH",1096024.37,-1,2,"Acceptance",1,"Has Not Questioned Election","Lean D","Partially 
Open","Restricted",3,"Legislature",0.04,0,797594.78,5500,291344.66,1094439.44,0,0.728770136427101,0.00502540368976469,0.266204459883134,10,18
"302","Illinois",13,"D+3",0.47,"D+3","IL13","IL","Regan Deering","No","Accepted with reservations",0.43,0,0,3,"deering","H2IL13179","DEERING, REGAN",1856618.13,-1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean D","Partially 
Open","Restricted",3,"Legislature",0.04,154816.56,549045.53,5000,1147756.04,1856618.13,0.0833863234977674,0.295723456066865,0.00269306860641289,0.618197151828955,9.5,19
"303","Nevada",4,"D+3",0.47,"D+3","NV4","NV","Sam Peters","No","Fully denied",0.5,0,0,5,"peters","H0NV04023","PETERS, SAMUEL JAMES MR",1607818.88,-1,-2,"Full Denial",0,"Questioned Election","Lean D","Closed","Closed",5,"Legislature",-0.03,5000,1264899.96,0,335515,1605414.96,0.00311445957872474,0.787895959310109,0,0.208989581111166,10.5,11
"304","Nevada",1,"D+3",0.47,"D+3","NV1","NV","Mark Robertson","No","Accepted with reservations",0.5,0,0,5,"robertson","H2NV03153","ROBERTSON, MARK",1076543.33,-1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean D","Closed","Closed",5,"Legislature",-0.03,73375.95,673898.94,0,317558.14,1064833.03,0.0689084090488816,0.632868178403519,0,0.298223412547599,11,12
"305","New York",17,"D+3",0.47,"D+3","NY17","NY","Michael V. Lawler","No","Fully accepted",0.4,1,0,5,"lawler","H2NY17162","LAWLER, MICHAEL VINCENT",931141.43,-1,2,"Acceptance",1,"Has Not Questioned Election","Lean D","Closed","Closed",5,"Comission",0.07,0,667519.63,16900,246721.8,931141.43,0,0.716883180678579,0.0181497670015607,0.264967052319861,10.5,13
"306","North Carolina",1,"D+3",0.47,"D+3","NC1","NC","Sandy Smith","No","Fully denied",0.53,0,0,4,"smith","H0NC03149","SMITH, SANDY",1958705.6,-1,-2,"Full Denial",0,"Questioned Election","Lean D","Partially 
Closed","Restricted",3,"Legislature",-0.0600000000000001,652000,1199400.08,0,41581.83,1892981.91,0.344430127174327,0.633603561483585,0,0.0219663113420878,10,20
"307","California",38,"D+15",0.35,"D+25 to D+8","CA38","CA","Eric J. Ching","No","Fully denied",0.36,1,0,0,"ching","H2CA39151","CHING, ERIC J",239812.21,-3,-2,"Full Denial",0,"Questioned Election","Solid D","All Party","All Party",0,"Comission",-0.01,17400,210571.01,0,5000,232971.01,0.0746874042396949,0.903850697990278,0,0.0214618977700273,4,26
"308","Florida",10,"D+15",0.35,"D+25 to D+8","FL10","FL","Calvin B. Wimbish","No","Fully denied",0.53,0,0,5,"wimbish","H2FL10283","WIMBISH, CALVIN B MR",199679.08,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Closed","Closed",5,"Legislature",-0.18,55000,144679.08,0,0,199679.08,0.275441974191788,0.724558025808212,0,0,4.5,5
"309","Massachusetts",8,"D+15",0.35,"D+25 to D+8","MA8","MA","Robert G. Burke","No","No comment",0.36,0,0,2,"burke",NA,NA,NA,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Legislature",-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6
"310","New Jersey",12,"D+15",0.35,"D+25 to D+8","NJ12","NJ","Darius Mayfield","No","Fully denied",0.44,1,0,2,"mayfield","H2NJ12127","MAYFIELD, DARIUS",233370.29,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Comission",-0.09,250,232228.95,0,448.65,232927.6,0.00107329487789339,0.997000570134239,0,0.00192613498786747,4.5,7
"311","South Carolina",6,"D+15",0.35,"D+25 to D+8","SC6","SC","Duke Buckner","No","No comment",0.58,0,1,1,"buckner","H2SC06142","BUCKNER, DUKE",143870.27,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.23,20085,112722.97,10000,0,142807.97,0.140643410868455,0.789332486135053,0.0700241029964924,0,5,8
"312","Texas",20,"D+15",0.35,"D+25 to D+8","TX20","TX","Kyle Sinclair","No","No comment",0.55,0,1,1,"sinclair","H2TX20096","SINCLAIR, KYLE E MR",150490,-3,0,"No Comment",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Legislature",-0.2,5000,137990,0,7500,150490,0.0332247989899661,0.916938002525085,0,0.0498371984849492,4.5,9
"313","Vermont",0,"D+15",0.35,"D+25 to D+8","VTAL","VT","Liam Madden","No","Fully accepted",0.35,-1,0,1,"madden",NA,NA,NA,-3,2,"Acceptance",1,"Has Not Questioned Election","Solid D","Open","Open",1,"Single District
State",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10
"314","Colorado",4,"R+14",0.64,"R+8 to R+20","CO4","CO","Ken Buck","Yes","Accepted with reservations",0.47,1,0,2,"buck","H4CO04090","BUCK, KENNETH R",1394155.06,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Open to 
Unaffiliated","Restricted",3,"Comission",0.17,0,987724.75,0,404716.57,1392441.32,0,0.709347486183475,0,0.290652513816525,37.5,9
"315","Florida",6,"R+14",0.64,"R+8 to R+20","FL6","FL","Michael Waltz","Yes","Accepted with reservations",0.53,0,0,5,"waltz","H8FL06148","WALTZ, MICHAEL",2944418.17,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.11,0,2194827.82,500,719919.97,2915247.79,0,0.752878649811102,0.000171512007217747,0.24694983818168,37,10
"316","Illinois",16,"R+14",0.64,"R+8 to R+20","IL16","IL","Darin LaHood","Yes","Accepted with reservations",0.43,0,0,3,"lahood","H6IL18088","LAHOOD, DARIN MCKAY",3647927.69,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Partially 
Open","Restricted",3,"Legislature",0.21,0,795238.8,0,2850184.98,3645423.78,0,0.218147147764532,0,0.781852852235468,37.5,11
"317","Indiana",2,"R+14",0.64,"R+8 to R+20","IN2","IN","Rudolph Yakym","No","No comment",0.61,0,0,3,"yakym","H2IN02295","YAKYM, RUDY",651871.25,3,0,"No Comment",1,"Has Not Questioned Election","Solid R","Partially 
Open","Restricted",3,"Legislature",0.03,0,375234.53,0,276634.81,651869.34,0,0.575628438054779,0,0.42437156194522,37,12
"318","Kansas",4,"R+14",0.64,"R+8 to R+20","KS4","KS","Ron Estes","Yes","Fully denied",0.61,0,0,2,"estes","H8KS04112","ESTES, RON",1679744.06,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open to 
Unaffiliated","Restricted",3,"Legislature",0.03,0,890989.61,0,787640.92,1678630.53,0,0.530783632298169,0,0.469216367701831,37.5,13
"319","Louisiana",4,"R+14",0.64,"R+8 to R+20","LA4","LA","""Mike"" Johnson","Yes","Fully denied",0.62,0,0,0,"johnson","H6LA04138","JOHNSON, JAMES MICHAEL",1289410.78,3,-2,"Full Denial",0,"Questioned Election","Solid R","All Party","All Party",0,"Legislature",0.02,0,506872.38,0,778051.95,1284924.33,0,0.394476443605049,0,0.605523556394951,37,14
"320","Michigan",5,"R+14",0.64,"R+8 to R+20","MI5","MI","Tim Walberg","Yes","Fully denied",0.51,1,0,1,"walberg","H4MI07103","WALBERG, TIMOTHY L REP",1396355.72,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Comission",0.13,0,802642.74,1950,583213.83,1387806.57,0,0.578353466074166,0.00140509494777792,0.420241438978056,37.5,15
"321","New Jersey",4,"R+14",0.64,"R+8 to R+20","NJ4","NJ","Christopher H. Smith","Yes","Accepted with reservations",0.44,1,0,2,"smith","H8NJ04014","SMITH, CHRISTOPHER H",1337472.01,3,1,"Acceptance with 
Reservations",0,"Questioned Election","Solid R","Open to 
Unaffiliated","Restricted",3,"Comission",0.2,0,952280.15,250,370729.74,1323259.89,0,0.719647105754864,0.000188927361804944,0.280163966883331,37,16
"322","Ohio",8,"R+14",0.64,"R+8 to R+20","OH8","OH","Warren Davidson","Yes","Fully denied",0.56,0,0,3,"davidson","H6OH08315","DAVIDSON, WARREN",879495.86,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Open","Restricted",3,"Legislature",0.08,0,465612.59,0,407976.98,873589.57,0,0.532987807993175,0,0.467012192006825,37.5,17
"323","Oklahoma",1,"R+14",0.64,"R+8 to R+20","OK1","OK","Kevin Hern","Yes","Fully denied",0.7,0,1,4,"hern","H8OK01157","HERN, KEVIN",1507811.5,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Closed","Restricted",3,"Legislature",-0.0599999999999999,0,608329.37,0,899482.13,1507811.5,0,0.403451870475852,0,0.596548129524148,37,18
"324","Pennsylvania",11,"R+14",0.64,"R+8 to R+20","PA11","PA","Lloyd K. Smucker","Yes","Fully denied",0.52,0,0,5,"smucker","H6PA16320","SMUCKER, LLOYD K.",1415068.96,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.12,0,435498.45,0,979570.51,1415068.96,0,0.307757757614866,0,0.692242242385134,37.5,19
"325","Texas",26,"R+14",0.64,"R+8 to R+20","TX26","TX","Michael C. Burgess","Yes","Fully denied",0.55,0,1,1,"burgess","H2TX26093","BURGESS, MICHAEL C. DR.",1174540.3,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.09,0,460643.46,0,713743.1,1174386.56,0,0.392241767480718,0,0.607758232519282,37,20
"326","Texas",31,"R+14",0.64,"R+8 to R+20","TX31","TX","John Carter","Yes","Fully denied",0.55,0,1,1,"carter","H2TX31044","CARTER, JOHN R. REP.",1201701.45,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.09,0,583438.91,0,615702.89,1199141.8,0,0.486547053901382,0,0.513452946098618,37.5,21
"327","Texas",21,"R+14",0.64,"R+8 to R+20","TX21","TX","Chip Roy","Yes","Fully accepted",0.55,0,1,1,"roy","H8TX21307","ROY, CHIP",2108545.4,3,2,"Acceptance",1,"Has Not Questioned Election","Solid R","Open","Open",1,"Legislature",0.09,0,1605425.06,0,483886.34,2089311.4,0,0.768399129014469,0,0.231600870985531,37,22
"328","Virginia",6,"R+14",0.64,"R+8 to R+20","VA6","VA","Ben L. Cline","Yes","Fully denied",0.48,1,0,1,"cline","H8VA06104","CLINE, BENJAMIN LEE",861420.74,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Comission",0.16,0,534669.4,2500,322000,859169.4,0,0.62230963998485,0.0029097870571275,0.374780572958022,37.5,23
"329","Colorado",8,"R+1",0.51,"R+1","CO8","CO","Barbara Kirkmeyer","No","Fully accepted",0.47,1,0,2,"kirkmeyer","H2CO08079","KIRKMEYER, BARBARA",1135642.73,0,2,"Acceptance",1,"Has Not Questioned Election","Competitive","Open to 
Unaffiliated","Restricted",3,"Comission",0.04,7628.04,718680.81,1000,408333.88,1135642.73,0.0067169364083368,0.632840585348528,0.000880558624277901,0.359561919618858,16.5,15
"330","Michigan",8,"R+1",0.51,"R+1","MI8","MI","Paul Junge","No","Fully accepted",0.51,1,0,1,"junge","H0MI08141","JUNGE, PAUL",2442827.5,0,2,"Acceptance",1,"Has Not Questioned Election","Competitive","Open","Open",1,"Comission",0,1652955,548258.38,5000,236400.61,2442613.99,0.676715603352456,0.224455596440762,0.00204698737519308,0.0967818128315887,21,15
"331","New York",19,"R+1",0.51,"R+1","NY19","NY","Marcus Molinaro","No","No comment",0.4,1,0,5,"molinaro","H2NY19127","MOLINARO, MARCUS J.",2030389.08,0,0,"No Comment",1,"Has Not Questioned Election","Competitive","Closed","Closed",5,"Comission",0.11,1000,1600956.09,25060,403372.99,2030389.08,0.000492516439262961,0.788497192863153,0.0123424619679298,0.198667828729654,25.5,15
"332","Colorado",1,"D+29",0.21,"D+26+","CO1","CO","Jennifer Qualteri","No","Fully denied",0.47,1,0,2,"qualteri",NA,NA,NA,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Open to 
Unaffiliated","Restricted",3,"Comission",-0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,25
"333","New York",14,"D+29",0.21,"D+26+","NY14","NY","Tina Forte","No","Fully denied",0.4,1,0,5,"forte","H2NY14128","FORTE, TINA",921145.15,-3,-2,"Full Denial",0,"Questioned Election","Solid D","Closed","Closed",5,"Comission",-0.19,0,907663.91,0,3000,910663.91,0,0.996705700130359,0,0.00329429986964126,1,26
"334","Colorado",3,"R+7",0.57,"R+5 to R+7","CO3","CO","Lauren Boebert","Yes","Fully denied",0.47,1,0,2,"boebert","H0CO03165","BOEBERT, LAUREN",6320410.32,2,-2,"Full Denial",0,"Questioned Election","Likely R","Open to 
Unaffiliated","Restricted",3,"Comission",0.1,5,5686108.63,0,589673.21,6275786.84,7.96712846926458e-07,0.90603915890808,0,0.0939600443790726,32,20
"335","Florida",16,"R+7",0.57,"R+5 to R+7","FL16","FL","Vern Buchanan","Yes","Accepted with reservations",0.53,0,0,5,"buchanan","H6FL13148","BUCHANAN, VERNON",4319927.87,2,1,"Acceptance with 
Reservations",0,"Questioned Election","Likely R","Closed","Closed",5,"Legislature",0.0399999999999999,29525.04,2120266.31,0,2167043.98,4316835.33,0.00683951036881455,0.491162193578507,0,0.501998296052678,33.5,9
"336","Florida",21,"R+7",0.57,"R+5 to R+7","FL21","FL","Brian Mast","Yes","Fully denied",0.53,0,0,5,"mast","H6FL18097","MAST, BRIAN",5974277.77,2,-2,"Full Denial",0,"Questioned Election","Likely R","Closed","Closed",5,"Legislature",0.0399999999999999,0,4918639.5,0,1003604.59,5922244.09,0,0.830536436062364,0,0.169463563937636,33,10
"337","Kentucky",6,"R+7",0.57,"R+5 to R+7","KY6","KY","Andy Barr","Yes","Accepted with reservations",0.66,0,0,5,"barr","H0KY06104","BARR, GARLAND ANDY",3478405.84,2,1,"Acceptance with 
Reservations",0,"Questioned Election","Likely R","Closed","Closed",5,"Legislature",-0.0900000000000001,0,1677829.86,0,1767694.04,3445523.9,0,0.486959286510826,0,0.513040713489174,33.5,11
"338","Ohio",7,"R+7",0.57,"R+5 to R+7","OH7","OH","Max Miller","No","Fully denied",0.56,0,0,3,"miller","H2OH16051","MILLER, MAX",2811311.81,2,-2,"Full Denial",0,"Questioned Election","Likely R","Partially 
Open","Restricted",3,"Legislature",0.0099999999999999,980800,1497661.8,0,330546.09,2809007.89,0.34916242260893,0.533163970571831,0,0.117673606819239,33,12
"339","Virginia",5,"R+7",0.57,"R+5 to R+7","VA5","VA","Bob Good","Yes","Fully denied",0.48,1,0,1,"good","H0VA05160","GOOD, ROBERT G.",1059840.65,2,-2,"Full Denial",0,"Questioned Election","Likely R","Open","Open",1,"Comission",0.09,3000,774130.96,410,262416.59,1039957.55,0.00288473313165523,0.744387076184023,0.000394246861326215,0.252333943822995,33.5,13
"340","Virginia",1,"R+7",0.57,"R+5 to R+7","VA1","VA","Rob J. Wittman","Yes","Accepted with reservations",0.48,1,0,1,"wittman","H8VA01147","WITTMAN, ROBERT J MR.",1886756.27,2,1,"Acceptance with 
Reservations",0,"Questioned Election","Likely R","Open","Open",1,"Comission",0.09,0,842226.61,1511.75,1041393.74,1885132.1,0,0.446773257958952,0.000801933190782757,0.552424808850266,33,14
"341","Florida",1,"R+20",0.7,"R+8 to R+20","FL1","FL","Matt Gaetz","Yes","Fully denied",0.53,0,0,5,"gaetz","H6FL01119","GAETZ, MATT",6254664.52,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.17,0,6085864.61,0,10000,6095864.61,0,0.998359543618539,0,0.00164045638146153,40.5,11
"342","Indiana",6,"R+20",0.7,"R+8 to R+20","IN6","IN","Greg Pence","Yes","Fully denied",0.61,0,0,3,"pence","H8IN06129","PENCE, GREGORY J.",2143690.59,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Open","Restricted",3,"Legislature",0.09,0,1252829.28,0,853853.64,2106682.92,0,0.594692854869683,0,0.405307145130317,40,12
"343","North Carolina",8,"R+20",0.7,"R+8 to R+20","NC8","NC","Dan Bishop","Yes","Fully denied",0.53,0,0,4,"bishop","H0NC09187","BISHOP, JAMES DANIEL",1802190.91,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Closed","Restricted",3,"Legislature",0.17,0,1309562.38,750,485971.83,1796284.21,0,0.729039632319654,0.000417528582517574,0.270542839097829,40.5,13
"344","North Dakota",0,"R+20",0.7,"R+8 to R+20","NDAL","ND","Kelly Armstrong","Yes","Fully accepted",0.7,-1,0,1,"armstrong","H8ND00096","ARMSTRONG, KELLY",1894452.52,3,2,"Acceptance",1,"Has Not Questioned Election","Solid R","Open","Open",1,"Single District
State",0,0,598300.93,3500,1292651.59,1894452.52,0,0.31581732647488,0.0018474994559378,0.682335174069182,40,14
"345","Florida",7,"R+5",0.55,"R+5 to R+7","FL7","FL","Cory Mills","No","Fully denied",0.53,0,0,5,"mills","H2FL07156","MILLS, CORY",2402003.33,1,-2,"Full Denial",0,"Questioned Election","Lean R","Closed","Closed",5,"Legislature",0.02,1848900,411539.22,10000,126404.28,2396843.5,0.771389537948556,0.171700496924392,0.00417215391826792,0.0527378112087836,31.5,15
"346","Florida",13,"R+5",0.55,"R+5 to R+7","FL13","FL","Anna Paulina Luna","No","Fully denied",0.53,0,0,5,"luna",NA,NA,NA,1,-2,"Full Denial",0,"Questioned Election","Lean R","Closed","Closed",5,"Legislature",0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,16
"347","Michigan",4,"R+5",0.55,"R+5 to R+7","MI4","MI","Bill Huizenga","Yes","Accepted with reservations",0.51,1,0,1,"huizenga","H0MI02094","HUIZENGA, WILLIAM P",2510700.34,1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean R","Open","Open",1,"Comission",0.04,0,1041459.93,0,1462395.77,2503855.7,0,0.415942472243908,0,0.584057527756092,31.5,17
"348","New Jersey",2,"R+5",0.55,"R+5 to R+7","NJ2","NJ","Jeff Van Drew","Yes","Accepted with reservations",0.44,1,0,2,"drew",NA,NA,NA,1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean R","Open to 
Unaffiliated","Restricted",3,"Comission",0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,18
"349","Pennsylvania",10,"R+5",0.55,"R+5 to R+7","PA10","PA","Scott Perry","Yes","Fully denied",0.52,0,0,5,"perry","H2PA04135","PERRY, SCOTT",2573348,1,-2,"Full Denial",0,"Questioned Election","Lean R","Closed","Closed",5,"Legislature",0.03,0,2228690.46,0,343002.96,2571693.42,0,0.866623697314589,0,0.133376302685411,31.5,19
"350","Texas",23,"R+5",0.55,"R+5 to R+7","TX23","TX","Tony Gonzales","Yes","Accepted with reservations",0.55,0,1,1,"gonzales","H0TX35015","GONZALES, ERNEST ANTHONY TONY II",3868750.21,1,1,"Acceptance with 
Reservations",0,"Questioned Election","Lean R","Open","Open",1,"Legislature",0,0,1572039.46,0,2296710.75,3868750.21,0,0.406342972450527,0,0.593657027549473,32,10
"351","Washington",3,"R+5",0.55,"R+5 to R+7","WA3","WA","Joe Kent","No","Fully denied",0.42,1,0,0,"kent","H2WA03100","KENT, JOSEPH",2953183.86,1,-2,"Full Denial",0,"Questioned Election","Lean R","All Party","All Party",0,"Comission",0.13,249866.89,2443381.68,0,203584.45,2896833.02,0.0862551925757875,0.843466524694613,0,0.0702782827295996,32.5,11
"352","Florida",18,"R+13",0.63,"R+8 to R+20","FL18","FL","Scott Franklin","Yes","Fully denied",0.53,0,0,5,"franklin","H0FL15104","FRANKLIN, SCOTT MR.",996704.44,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.1,0,481053.33,0,505159.02,986212.35,0,0.487778651321898,0,0.512221348678102,36.5,17
"353","Florida",19,"R+13",0.63,"R+8 to R+20","FL19","FL","Byron Donalds","Yes","Fully denied",0.53,0,0,5,"donalds","H2FL14186","DONALDS, BYRON",5260660.69,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.1,0,4344829.36,0,863865.92,5208695.28,0,0.834149268950899,0,0.165850731049101,36,18
"354","Michigan",1,"R+13",0.63,"R+8 to R+20","MI1","MI","Jack Bergman","Yes","Fully denied",0.51,1,0,1,"bergman","H6MI01226","BERGMAN, JOHN",1721017.01,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Comission",0.12,0,600808.15,0,1120208.86,1721017.01,0,0.3491006460186,0,0.6508993539814,36.5,19
"355","North Carolina",5,"R+13",0.63,"R+8 to R+20","NC5","NC","Virginia Foxx","Yes","Fully denied",0.53,0,0,4,"foxx","H4NC05146","FOXX, VIRGINIA ANN",1932981.94,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Closed","Restricted",3,"Legislature",0.1,0,1259287.98,0,673693.96,1932981.94,0,0.651474260540686,0,0.348525739459314,36,20
"356","Oklahoma",5,"R+13",0.63,"R+8 to R+20","OK5","OK","Stephanie Bice","Yes","Fully denied",0.7,0,1,4,"bice","H0OK05205","BICE, STEPHANIE",2285354.31,3,-2,"Full Denial",0,"Questioned Election","Solid R","Partially 
Closed","Restricted",3,"Legislature",-0.07,0,1207197.57,200,1016112.37,2223509.94,0,0.542924296529117,8.99478776335041e-05,0.456985755593249,36.5,21
"357","Pennsylvania",16,"R+13",0.63,"R+8 to R+20","PA16","PA","Mike Kelly","Yes","Fully denied",0.52,0,0,5,"kelly","H0PA03271","KELLY, GEORGE J JR",1205574.24,3,-2,"Full Denial",0,"Questioned Election","Solid R","Closed","Closed",5,"Legislature",0.11,0,476308.41,0,727800,1204108.41,0,0.39556937402339,0,0.60443062597661,36,22
"358","South Carolina",4,"R+13",0.63,"R+8 to R+20","SC4","SC","William Timmons","Yes","Fully denied",0.58,0,1,1,"timmons","H8SC04250","TIMMONS, WILLIAM R IV",1130398.53,3,-2,"Full Denial",0,"Questioned Election","Solid R","Open","Open",1,"Legislature",0.05,65000,327320.13,0,738078.4,1130398.53,0.057501844062023,0.28956170882494,0,0.652936447113037,36.5,23
"359","Texas",12,"R+13",0.63,"R+8 to R+20","TX12","TX","Kay Granger","Yes","Fully accepted",0.55,0,1,1,"granger","H6TX12060","GRANGER, KAY",1897237.16,3,2,"Acceptance",1,"Has Not Questioned Election","Solid R","Open","Open",1,"Legislature",0.08,0,872276.98,0,1024703.23,1896980.21,0,0.459823974652851,0,0.540176025347149,36,24
"360","Texas",38,"R+13",0.63,"R+8 to R+20","TX38","TX","Wesley Hunt","No","No comment",0.55,0,1,1,"hunt","H0TX07170","HUNT, WESLEY",5375844.09,3,0,"No Comment",1,"Has Not Questioned Election","Solid R","Open","Open",1,"Legislature",0.08,0,4287928.16,0,1075354.8,5363282.96,0,0.799496911123257,0,0.200503088876743,37.5,5
